,id,url,tag,food,title,des,ing,img_src,token
11,6887599,https://www.10000recipe.com/recipe/6887599,"전체,전체,소고기,굽기",소고기부추수육,소고기부추수육,"
                착한가격의 소사태와 부추를 이용한 보양식                ","

[재료]

소고기(아롱사태)                                                        
1kg



부추                                                        
1/2단



소금                                                        
1T



후추                                                        
1T




[간장소스]

물                                                        
3T



간장                                                        
3T



식초                                                        
2T



설탕                                                        
1T



올리고당                                                        
1T



겨자                                                        
1T




[매운소스]
간장소스                                                        1T


고추장                                                        
1T



두반장                                                        
1/2T



",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/20/f59168f169365e4e3ee721bedd1066b31.jpg,"['가격', '사태', '부추', '이용', '보', '양식', '소고기', '수육', '아롱사태', '단', '소금', '후추', '간장', '소스', '물', '식초', '설탕', '올리고당', '겨자', '고추장', '반장']"
12,6847506,https://www.10000recipe.com/recipe/6847506,"전체,전체,돼지고기,전체",스테이크,건강 가지를 스테이크로 즐겨요.,"
                안토시아닌이 함유되어 있는 항암예방에 좋은 가지.. 고혈압, 동맥경화 예방까지...

매콤달달 스테이크 만들어 즐겨 보아요.                ","

[재료]

가지                                                        
3개



고추장                                                        
2숟가락



마늘                                                        
1숟가락



설탕(적은)                                                        
1숟가락



올리고당                                                        
1숟가락



참기름                                                        
2숟가락



참깨                                                        
솔솔



",https://recipe1.ezmember.co.kr/cache/recipe/2016/05/03/032f72b4e96c4b62277277a1dea047981.jpg,"['안토시아닌', '함유', '항암', '예방', '가지', '혈압', '동맥', '경화', '매콤', '스테이크', '건강', '고추장', '마늘', '설탕', '적은', '올리고당', '참기름', '참깨']"
13,6869407,https://www.10000recipe.com/recipe/6869407,"전체,전체,돼지고기,조림",고추전,【풋고추전】고기육즙이 탱글탱글 완전 엄지척입니다~!,"
                풋고추를 많이 얻어왔는데 마침 다짐육이 있어 한번 만들어 봤어요~~^^
반찬으로도 좋고 술안주로도 좋은 고추전을 만들어 보아용~~^~^                ","

[재료]

풋고추                                                        
8개



돼지고기다짐육                                                        
140g



당근                                                        
1.5센티



대파                                                        
10센티



계란                                                        
1개




[양념]

다진마늘                                                        
1T



맛술                                                        
3T



후추                                                        
3번톡톡



맛소금                                                        
1/2T



참기름                                                        
1T



부침가루                                                        
3스푼



",https://recipe1.ezmember.co.kr/cache/recipe/2017/05/07/094a3bb5b1ed9bdd9cac7277a58d29a71.jpg,"['풋고추', '짐', '육', '번', '반찬', '술안주', '고추전', '고기', '육즙', '엄지', '척', '고추', '돼지고기', '당근', '센티', '대파', '계란', '마늘', '맛술', '후추', '맛소금', '참기름', '부침', '가루', '스푼']"
14,6843348,https://www.10000recipe.com/recipe/6843348,"전체,전체,돼지고기,무침",돼지고기조림,돼지고기마늘조림 # 밥위에 쓱쓱,"
                간장 마늘향이 솔솔 돼지고기를 꿀맛 반찬으로 만들어 밥 한공기 뚝딱. 아이들도 함께 먹을 수 있어요
","

[재료]

돼지고기앞다리살                                                        
400g



마늘                                                        
1줌



청주                                                        
1T



생강가루                                                        
1/2t



허브소금                                                        
1/2T



깨                                                        
약간




[양념]

간장                                                        
3T



설탕                                                        
1T



올리고당                                                        
2T



다진마늘                                                        
1/2T



굴소스                                                        
1T



맛술                                                        
2T



참기름                                                        
1T



물                                                        
1/4컵



",https://recipe1.ezmember.co.kr/cache/recipe/2016/02/19/a80d0bb04ffc500c2c91b40606d44c111.jpg,"['간장', '마늘', '향', '돼지고기', '꿀맛', '반찬', '밥', '공기', '아이', '조림', '위', '앞다리', '줌', '청주', '생강가루', '허브', '소금', '깨', '약간', '설탕', '올리고당', '굴', '소스', '맛술', '참기름', '물', '컵']"
15,6930505,https://www.10000recipe.com/recipe/6930505,"전체,전체,돼지고기,찜",부추무침,대패삼겹살과 황금궁합! 부추무침 ! 삼겹살을 계속 먹을 수 있는 부추무침양념 레시피 ★,"
                삼겹살궁합은 역시 부추! 
부추양파무침만 있다면 삼겹살은 무한리필! 
삼겹살은 역시 사랑인가봐윱! 
세상의 모든 레시피 만개의레                ","

[재료]

대패삼겹살                                                        
300g



부추                                                        
2줌



양파                                                        
1/4개




[고기밑간재료]

간장                                                        
1숟가락



설탕                                                        
1/3숟가락



참기름                                                        
1/3숟가락



소금                                                        
약간



후추                                                        
약간




[부추양념재료]

간장                                                        
1숟가락



액젓                                                        
1숟가락



고춧가루                                                        
2숟가락



올리고당                                                        
1+1/2숟가락



참기름                                                        
1숟가락



통깨                                                        
1숟가락



",https://recipe1.ezmember.co.kr/cache/recipe/2020/04/09/eaa41d57ca9337c062b1e88ab1e5624d1.jpg,"['삼겹살', '궁합', '부추', '양파', '무침', '무한리필', '사랑', '레', '대패', '황금', '줌', '고기', '밑간', '간장', '설탕', '참기름', '소금', '후추', '약간', '액젓', '고춧가루', '올리고당', '통깨']"
16,6862218,https://www.10000recipe.com/recipe/6862218,"전체,전체,돼지고기,삶기",김치말이찜,삼겹살김치말이찜 만들기 - 양싸,"
                집들이때 메인 메뉴를 뭐로 할까 하다가.
피키캐스트를 보는데 삼겹살 김치말이 찜 만드는게
나옵니다. 간단해서 만들어 봅니다.
","

[재료]

삼겹살                                                        
2근



김치                                                        
1/2포기



대파                                                        
2대



홍고추                                                        
1개



청양고추                                                        
2개



사골곰탕(시판용)                                                        
2봉



고추장                                                        
1T



",https://recipe1.ezmember.co.kr/cache/recipe/2016/12/06/80a884dce97a1dec5f66eaa60ded95ed1.jpg,"['집들이', '메뉴', '뭐', '키', '캐스트', '삼겹살', '김치', '말', '찜', '게', '양', '근', '포기', '대파', '대', '홍고추', '청양', '고추', '사골', '곰탕', '시판', '봉', '고추장']"
17,6869163,https://www.10000recipe.com/recipe/6869163,"전체,전체,돼지고기,굽기",돼지불고기,돼지 불고기 바싹하게 굽기 인기메뉴,"
                돼지고기 앞다리살로 만드는 돼지 불고기~ 맛있는 레시피 소개해 드려요                ","

[돼지 불고기 재료]

돼지고기 (앞다리살)                                                        
400g



다진마늘                                                        
1큰술



대파                                                        
1/3대 (줄기)



다진생강 (즙)                                                        
약간



깻잎                                                        
(선택)




[양념 재료]

진간장                                                        
4큰술



설탕                                                        
1큰술



맛술                                                        
1큰술



청주                                                        
1큰술



참기름                                                        
2큰술



후춧가루                                                        
약간



",https://recipe1.ezmember.co.kr/cache/recipe/2017/05/01/af31d86b8b9876a12434f5338dfb371a1.jpg,"['돼지고기', '앞다리', '살', '돼지', '불고기', '인기', '메뉴', '마늘', '술', '대파', '대', '줄기', '생강', '즙', '깻잎', '선택', '진간장', '설탕', '맛술', '청주', '참기름', '후춧가루', '약간']"
18,6925795,https://www.10000recipe.com/recipe/6925795,"전체,전체,닭고기,전체",목살구이,즉석 목살 양념구이~ 달큰한 양념소스가 정말 맛있습니다.,"
                즉석양념장으로 간장베이스 소스를 만들어 돼지목살을 졸여 봤어요~
양념장에 숙성시킨 양념돼지고기와는 또 다른 느낌의 맛을 보여주네요~                ","

[재료]

돼지목살                                                        
300g




[즉석양념]

설탕                                                        
1T



진간장                                                        
1-1/4T



물엿                                                        
2T



간마늘                                                        
1/2큰술



생강가루                                                        
1꼬집



맛술                                                        
1T



굴소스                                                        
1/2T



후추가루                                                        
1꼬집



대파 다진거                                                        
1큰술



",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/01/c559f7fe91e19d4d9fbe0d7e88e768fa1.jpg,"['양념장', '간장', '베이스', '소스', '돼지', '목살', '숙성', '돼지고기', '느낌', '맛', '구이', '달', '설탕', '진간장', '물엿', '간', '마늘', '술', '생강가루', '집', '맛술', '굴', '후', '추가', '대파', '거']"
19,6842456,https://www.10000recipe.com/recipe/6842456,"전체,전체,닭고기,부침",닭가슴살볶음,갈릭 닭가슴살버섯볶음,"
                닭고기를 좋아하는 아이들을 위한 건강한 닭가슴살 요리입니다                ","

[재료]

닭가슴살                                                        
300g



새송이버섯                                                        
2개



올리브유                                                        
3T




[양념]

간장                                                        
2T



물엿                                                        
1.5T



다진마늘                                                        
2T



설탕                                                        
1T



바질                                                        
0.5T



",https://recipe1.ezmember.co.kr/cache/recipe/2016/01/15/b00ba818099e92d6a36a10c694c141751.jpg,"['닭고기', '아이', '건강', '닭', '가슴살', '갈릭', '버섯볶음', '송이버섯', '올리브유', '간장', '물엿', '마늘', '설탕', '바질']"
20,6918383,https://www.10000recipe.com/recipe/6918383,"전체,전체,닭고기,조림",닭가슴살,달콤한 양파속에 꼭꼭 숨은 닭가슴살,"
                양파는 익히면 더 달콤해 지니까요~
거기에 냉장고에 오밀조밀 남아있던 자투리 채소들도 듬뿍
닭가슴살까지 숨겨 넣었더니 다들 잘~ 먹어주네요^^                ","

[재료]

닭가슴살                                                        
50g



달걀                                                        
3개



양파                                                        
2개



각종자투리 야채                                                        
100g



소금                                                        
약간



",https://recipe1.ezmember.co.kr/cache/recipe/2019/08/29/1ce224af5aaad6a4f789f925760323fb1.jpg,"['양파', '거기', '냉장고', '자투리', '채소', '닭', '가슴살', '속', '달걀', '각종', '야채', '소금', '약간']"
21,6962360,https://www.10000recipe.com/recipe/6962360,"전체,전체,닭고기,찜",닭가슴살냉채,닭가슴살냉채 겨자소스넣어 시원하게 먹어요,"
                더운 날씨에 입맛이 뚝뚝 떨어져
겨자소스 넣은 닭가슴살 냉채를 만들었어요.
입맛 없을때는 자극적인것이 최고!거기에 
시원하기까지 하니 정말 맛있네요.
 야채와 닭가슴살을 푸짐하게 넣은 냉채요리라
칼로리도 낮아서 정말 좋아요.
","

[재료]

닭가슴살                                                        
150g



빨강파프리카                                                        
1/2개



노랑파프리카                                                        
1/2개



양파                                                        
1/2개



오이                                                        
1/2개



맛살                                                        
2개




[겨자소스]

연겨자                                                        
1/2큰술



간장                                                        
1큰술



꿀                                                        
1/2큰술



다진마늘                                                        
1작은술



식초                                                        
2큰술



물                                                        
2큰술



",https://recipe1.ezmember.co.kr/cache/recipe/2021/07/27/538a11175c957b9cbc100676e52a5d271.jpg,"['날씨', '입맛', '겨자', '소스', '닭', '가슴살', '냉채', '자극', '것', '최고', '거기', '야채', '칼로리', '빨강', '파프리카', '노랑', '양파', '오이', '맛살', '술', '간장', '꿀', '마늘', '식초', '물']"
22,6905729,https://www.10000recipe.com/recipe/6905729,"전체,전체,닭고기,삶기",콩나물냉채,다이어트에도 좋은 실곤약 콩나물냉채,"
                새콤달콤 상큼한게 먹고 싶어 만들어본 콩나물 냉채입니다
콩나물의 아삭한 식감도 너무 좋고
집에있는 갖가지 채소를 넣어 먹기 좋아요~                ","

[재료]

콩나물                                                        
300g



소금                                                        
약간



실곤약                                                        
200g



닭가슴살                                                        
100g



당근                                                        
1/3개



파프리카                                                        
1/2개



아삭이고추                                                        
3개




[양념]

간장                                                        
2큰술



물                                                        
1큰술



다진마늘                                                        
1큰술



식초                                                        
2큰술



설탕                                                        
1/2큰술



깨                                                        
1큰술



",https://recipe1.ezmember.co.kr/cache/recipe/2019/02/01/b0541824af09d609531f08c742bfda431.jpg,"['게', '콩나물', '냉채', '식감', '집', '갖가지', '채소', '다이어트', '실', '곤약', '소금', '닭', '가슴살', '당근', '파프리카', '고추', '간장', '술', '물', '마늘', '식초', '설탕', '깨']"
23,6908461,https://www.10000recipe.com/recipe/6908461,"전체,전체,닭고기,굽기",수원 왕갈비 통닭,"수원 왕갈비 통닭 레시피, 에어프라이어로 닭다리 굽기","
                요즘 핫하다는 수원왕 갈비통닭 레시피를 줄이거나 추가해서 만든 맞춤 황금 레시피~                ","

[밑간 재료 (숟가락 계량]

닭다리                                                        
5개



맛술                                                        
2스푼



소금                                                        
0.5스푼



생강가루                                                        
약간



식용유                                                        
2스푼



후춧가루                                                        
약간




[갈비맛 양념장 재료(닭다리 10개 분량 양념)]

진간장                                                        
8숟가락



설탕                                                        
2숟가락



고운 고춧가루                                                        
0.5숟가락



후춧가루                                                        
1티스푼



콜라                                                        
7숟가락



요리 당                                                        
2숟가락



식용유                                                        
1숟가락



참기름                                                        
1숟가락



양파                                                        
1/4개



청양고추                                                        
2개



홍고추                                                        
0.5개



마늘                                                        
3개



",https://recipe1.ezmember.co.kr/cache/recipe/2019/03/15/9bda9568c8d4b928a18d1c9f60dece621.jpg,"['요즘', '핫', '원왕', '갈비', '통닭', '추가', '맞춤', '황금', '수원', '왕', '프라이어', '닭다리', '밑간', '계량', '맛술', '스푼', '소금', '생강가루', '식용유', '후춧가루', '약간', '맛', '양념장', '분량', '진간장', '설탕', '고춧가루', '티스푼', '콜라', '당', '참기름', '양파', '청양', '고추', '홍고추', '마늘']"
24,6922190,https://www.10000recipe.com/recipe/6922190,"전체,전체,채소류,전체",치킨스테이크,치킨 스테이크 만들기ㅣ굽네가 부럽지 않은ㅣ,"
                남편이 굽네치킨을 너무 좋아라해서 한 번 만들어 봤어요!
먹고 나선 앞으론 치킨 시킬 일이 없을 것 같다고 하네요! :)                ","

[재료]

닭다리살                                                        
400g


※닭다리살 정육은 대형마트 or 코스트코에서 구매                                                        가능해요!



[양념]

쯔유                                                        
2T



소금                                                        
1/2t



올리고당                                                        
2T



다진마늘                                                        
2T



통후추                                                        
1t



올리브유                                                        
2T


※쯔유 대신 진간장을 사용하셔도 돼요. 쯔유는 진간장보                                                        난답니다:)


",https://recipe1.ezmember.co.kr/cache/recipe/2019/11/15/a36dfeaf990f082fc811b432d776bf471.jpg,"['남편', '치킨', '번', '앞', '일', '것', '스테이크', '굽', '닭다리', '정육', '대형', '마트', '코스트코', '구매', '가능', '유', '소금', '올리고당', '마늘', '통후추', '올리브유', '대신', '진간장', '사용', '진간', '장보', '답니다']"
25,6957535,https://www.10000recipe.com/recipe/6957535,"전체,전체,채소류,부침",마늘종,[마늘종볶음]단짠단짠 자꾸만 손이가요~,"
                알토란에서 소개된 이보은님의 레시피 입니다~
중요한 3가지 양념의 순서만 지켜주면 누가 해도 똑 같은 맛을 낼수 있답니다^^
아삭하고 푸릇푸릇한 마늘종볶음 간단하게 만들어 보세요~                ","

[재료]

건새우                                                        
50g



물                                                        
1/4컵



마늘종                                                        
300g



소금                                                        
1/3큰술




[양념재료]

설탕                                                        
2큰술



간장                                                        
4큰술



식용유                                                        
4큰술



참기름                                                        
2큰술



물엿                                                        
1+1/2큰술



통깨                                                        
1큰술



",https://recipe1.ezmember.co.kr/cache/recipe/2021/04/28/b5b240a7490c8be73852f1a7563d352d1.jpg,"['알토란', '이보은', '중요', '가지', '순서', '누가', '맛', '마늘종', '볶음', '손', '가요', '건', '새우', '물', '컵', '소금', '술', '설탕', '간장', '식용유', '참기름', '물엿', '통깨']"
26,6886034,https://www.10000recipe.com/recipe/6886034,"전체,전체,채소류,조림",이모모찌,쫀득쫀득 일본식 감자떡 '이모모찌' 만들기,"
                감자전 과 감자떡의 사이! 쫀득하고 짭잘하니 맛있어요.                ","

[필수 재료]

적당한 크기의 감자                                                        
3개



감자 전분                                                        
2스푼



소금                                                        
1꼬집




[소스 재료]

간장                                                        
1스푼



올리고당                                                        
1스푼



맛술                                                        
1스푼



물                                                        
1스푼




[추가 재료]

버터                                                        
1조각



치즈                                                        
약간



",https://recipe1.ezmember.co.kr/cache/recipe/2018/03/23/f02d9781faae375a9ddff8c9b91b69bb1.jpg,"['감자전', '과', '감자떡', '사이', '일본식', '이모', '모찌', '필수', '크기', '감자', '전분', '스푼', '소금', '집', '소스', '간장', '올리고당', '맛술', '물', '추가', '버터', '조각', '치즈', '약간']"
27,6933349,https://www.10000recipe.com/recipe/6933349,"전체,전체,채소류,무침",마늘조림,우리집 최애 반찬 마늘아몬드조림 레시피,"
                마늘이 몸에 좋은건 아는데 자주 챙겨먹지 않게 되더라구용 . 하지만 아몬드와 함께 조림식으로 만들어 먹으니 단짠단짠한 양념맛 때문에 반찬으로 잘 먹게 되네요^^                ","

[재료]

통마늘                                                        
40알



아몬드                                                        
1줌



통깨                                                        
솔솔



식용유                                                        
약간




[양념]

간장                                                        
2T



물                                                        
2T



물엿                                                        
1.5T



",https://recipe1.ezmember.co.kr/cache/recipe/2020/05/26/e36b183d83e67dc42c6247b5f00b38be1.jpg,"['마늘', '몸', '건', '구용', '아몬드', '조림', '식', '맛', '때문', '반찬', '집', '최애', '통마늘', '알', '줌', '통깨', '식용유', '약간', '간장', '물', '물엿']"
28,6889106,https://www.10000recipe.com/recipe/6889106,"전체,전체,채소류,삶기",전자렌지깻잎찜,전자레인지 깻잎찜. 2분 돌려 완성하는 초간단반찬.,"
                깻잎에 양념 발라서 2분 돌려주기만 하면 만들어지는
밥도둑 반찬 깻잎찜.                ","

[재료]

깻잎                                                        
40장



양파                                                        
1/4개



대파                                                        
2T




[양념]

양조간장                                                        
3T (진간장2.5T)



고춧가루                                                        
1T



마늘                                                        
1T



액젓                                                        
1T



설탕                                                        
1T



물                                                        
2T



참기름                                                        
1T



",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/18/b0fc897704b64174ec5e0bcd56c7dc761.jpg,"['깻잎', '분', '밥도둑', '반찬', '찜', '전자레인지', '완성', '장', '양파', '대파', '양조간장', '진간장', '고춧가루', '마늘', '액젓', '설탕', '물', '참기름']"
