id,url,tag,title,des,ing,img_src
6869407, https://www.10000recipe.com/recipe/6869407,"전체,전체,돼지고기,조림",【풋고추전】고기육즙이 탱글탱글 완전 엄지척입니다~!,"
                풋고추를 많이 얻어왔는데 마침 다짐육이 있어 한번 만들어 봤어요~~^^
반찬으로도 좋고 술안주로도 좋은 고추전을 만들어 보아용~~^~^                ","

[재료]

풋고추                                                        
8개



돼지고기다짐육                                                        
140g



당근                                                        
1.5센티



대파                                                        
10센티



계란                                                        
1개




[양념]

다진마늘                                                        
1T



맛술                                                        
3T



후추                                                        
3번톡톡



맛소금                                                        
1/2T



참기름                                                        
1T



부침가루                                                        
3스푼



",https://recipe1.ezmember.co.kr/cache/recipe/2017/05/07/094a3bb5b1ed9bdd9cac7277a58d29a71.jpg
6843348, https://www.10000recipe.com/recipe/6843348,"전체,전체,닭고기,전체",돼지고기마늘조림 # 밥위에 쓱쓱,"
                간장 마늘향이 솔솔 돼지고기를 꿀맛 반찬으로 만들어 밥 한공기 뚝딱. 아이들도 함께 먹을 수 있어요
","

[재료]

돼지고기앞다리살                                                        
400g



마늘                                                        
1줌



청주                                                        
1T



생강가루                                                        
1/2t



허브소금                                                        
1/2T



깨                                                        
약간




[양념]

간장                                                        
3T



설탕                                                        
1T



올리고당                                                        
2T



다진마늘                                                        
1/2T



굴소스                                                        
1T



맛술                                                        
2T



참기름                                                        
1T



물                                                        
1/4컵



",https://recipe1.ezmember.co.kr/cache/recipe/2016/02/19/a80d0bb04ffc500c2c91b40606d44c111.jpg
6842456, https://www.10000recipe.com/recipe/6842456,"전체,전체,닭고기,끓이기",갈릭 닭가슴살버섯볶음,"
                닭고기를 좋아하는 아이들을 위한 건강한 닭가슴살 요리입니다                ","

[재료]

닭가슴살                                                        
300g



새송이버섯                                                        
2개



올리브유                                                        
3T




[양념]

간장                                                        
2T



물엿                                                        
1.5T



다진마늘                                                        
2T



설탕                                                        
1T



바질                                                        
0.5T



",https://recipe1.ezmember.co.kr/cache/recipe/2016/01/15/b00ba818099e92d6a36a10c694c141751.jpg
6945458, https://www.10000recipe.com/recipe/6945458,"전체,전체,닭고기,부침",닭곰탕보다 더 맛있는 배추닭국 만들기+다대기 양념,"
                참기름에 튀기듯 익힌 닭을 삶아서 찢어주고 배추를 어마어마하게 넣어 푹 끓여내면 정말 너무나도 맛있는 보양식이 탄생한답니다~ 닭곰탕보다 훨씬 개운하고 깔끔한 배추닭국 꼭 한번 끓여보세요~                ","

[재료]

볶음탕용 닭한마리                                                        
1kg



알배기배추                                                        
1/2통



대파                                                        
1대



양파                                                        
1/2개



통후추                                                        
10알



물                                                        
1.8리터



참기름                                                        
7큰술



다진마늘 듬뿍                                                        
1큰술



소금                                                        
2~3큰술



후추                                                        
약간




[다대기(밥숟가락)]

고춧가루                                                        
3숟가락



닭국물                                                        
4숟가락



다진마늘                                                        
1숟가락



국간장                                                        
1숟가락



후추                                                        
약간



",https://recipe1.ezmember.co.kr/cache/recipe/2020/11/02/2f061c2b4fa128b6d16278aade0fa0091.jpg
6918383, https://www.10000recipe.com/recipe/6918383,"전체,전체,닭고기,조림",달콤한 양파속에 꼭꼭 숨은 닭가슴살,"
                양파는 익히면 더 달콤해 지니까요~
거기에 냉장고에 오밀조밀 남아있던 자투리 채소들도 듬뿍
닭가슴살까지 숨겨 넣었더니 다들 잘~ 먹어주네요^^                ","

[재료]

닭가슴살                                                        
50g



달걀                                                        
3개



양파                                                        
2개



각종자투리 야채                                                        
100g



소금                                                        
약간



",https://recipe1.ezmember.co.kr/cache/recipe/2019/08/29/1ce224af5aaad6a4f789f925760323fb1.jpg
6924357, https://www.10000recipe.com/recipe/6924357,"전체,전체,육류,볶음",매콤하게 사랑받는 삼겹살 강정,"
                트레이더스에서 싸다고 충동구매한 삼겹살 3kg.
매일 구워만 먹었더니 마님께서 물린다고 하셔서 만들어봤습니다.
(에어프라이어 없어도 돼요!)                ","

[재료]

두툼한 돼지고기                                                        
300-400g



부침가루                                                        
1어른 밥숟가락



튀김가루                                                        
2어른 밥숟가락



식용유                                                        
0.5어른 밥숟가락


일반 후라이팬                                                        1개



[양념]

케첩                                                        
3어른 밥숟가락



고추장                                                        
1어른 밥숟가락



설탕                                                        
1어른 밥숟가락



다진마늘                                                        
0.5어른 밥숟가락



올리고당                                                        
2어른 밥숟가락



간장                                                        
2어른 밥숟가락



",https://recipe1.ezmember.co.kr/cache/recipe/2020/01/01/801afbccd9aab794d31feddf20e617ba1.jpg
4900066, https://www.10000recipe.com/recipe/4900066,"전체,전체,육류,부침",콩나물불고기,"
                아삭하고 매콤한 콩불 콩나물불고기입니다.                ","

[재료]

대패삼겹살                                                        
700g



대파채                                                        
150g



콩나물                                                        
200g



깻잎                                                        




청양고추                                                        




양파                                                        
1/2개




[양념]

고추장                                                        
3TS



고춧가루                                                        
4TS



간장                                                        
1TS



매실액                                                        
2TS



설탕                                                        
1TS



미림                                                        
1TS



굴소스                                                        
1TS



참기름                                                        
1TS



다진마늘                                                        
1TS



후춧가루                                                        




",https://recipe1.ezmember.co.kr/cache/recipe/2015/06/18/82d60a7f3ba0e0ed20988b5bd5757444.jpg
4840813, https://www.10000recipe.com/recipe/4840813,"전체,전체,육류,조림",'맛'으로 죽이는 것도 죄일까요?,자료없음,자료없음,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/6e3df0ceb5ecddb99ac8e9a0b67d44ff.jpg
6922268, https://www.10000recipe.com/recipe/6922268,"전체,일상,전체,전체",삼겹살 덮밥 간단 요리 한끼 레시피,"
                남은 삼겹살의 변신                ","

[재료]

삼겹살                                                        
1줄



양배추                                                        
2국자



양파                                                        
1개



진간장                                                        
3스푼



설탕                                                        
3스푼



",https://recipe1.ezmember.co.kr/cache/recipe/2019/11/17/080fe5d11ba802459ab483c22d5ef6771.jpg
6888303, https://www.10000recipe.com/recipe/6888303,"전체,일상,전체,부침",백종원 양파덮밥 간단하고 맛있는 한그릇요리,"
                초간단 요리 양파덮밥 !                ","

[재료]

양파 작은것                                                        
2개



계란                                                        
2개



쪽파or대파                                                        
약간



밥                                                        
2공기




[양념]

물                                                        
12큰술



설탕                                                        
2큰술



맛술                                                        
4큰술



간장                                                        
4큰술



",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/04/ffa09dc859949865952eddb6da59390c1.jpg
6935288, https://www.10000recipe.com/recipe/6935288,"전체,일상,소고기,부침",아이국 :: 나주식 곰탕 맛이 나는 소고기당면국,"
                소고기 양지를 푹푹 삶아~ 쪽쪽 찢어 넣고 계란물 몽글몽글 풀어 당면 가득 넣고 즐기는 소고기당면국~ 꿇이는 과정에 비해 너무 고마울 만큼 맛있는 국이예요~                ","

[재료]

한우양지                                                        
300g



당면                                                        
취향껏



계란                                                        
2개



고명용 대파                                                        
약간




[육수재료]

물                                                        
7컵



월계수잎                                                        
2장



통후추                                                        
5알



대파                                                        
1/2대




[양념(밥숟가락 계량)]

국간장                                                        
2숟가락



다진마늘                                                        
1숟가락



소금                                                        




후추                                                        




",https://recipe1.ezmember.co.kr/cache/recipe/2020/06/29/9349b1e553d16b6045106c2ece2c37a01.jpg
4063403, https://www.10000recipe.com/recipe/4063403,"전체,일상,소고기,조림","영양가득 쇠고기야채난자 ,입맛없는 아이 입맛돌아오게 만드는 쇠고기야채난자",자료없음,자료없음,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/09573bee7cc1a56c4604e2f09072c758.jpg
6925795, https://www.10000recipe.com/recipe/6925795,"전체,일상,돼지고기,볶음",즉석 목살 양념구이~ 달큰한 양념소스가 정말 맛있습니다.,"
                즉석양념장으로 간장베이스 소스를 만들어 돼지목살을 졸여 봤어요~
양념장에 숙성시킨 양념돼지고기와는 또 다른 느낌의 맛을 보여주네요~                ","

[재료]

돼지목살                                                        
300g




[즉석양념]

설탕                                                        
1T



진간장                                                        
1-1/4T



물엿                                                        
2T



간마늘                                                        
1/2큰술



생강가루                                                        
1꼬집



맛술                                                        
1T



굴소스                                                        
1/2T



후추가루                                                        
1꼬집



대파 다진거                                                        
1큰술



",https://recipe1.ezmember.co.kr/cache/recipe/2020/02/01/c559f7fe91e19d4d9fbe0d7e88e768fa1.jpg
6902207, https://www.10000recipe.com/recipe/6902207,"전체,일상,돼지고기,끓이기",부타동 : 일본식 돼지고기 덮밥 간단한 점심 메뉴로 굿! ,"
                부타동은 일본식 돼지고기 덮밥으로
 부타는 일본어로 돼지를 뜻하고, 동은 밥을 뜻합니다. 
일본식 소스로 돼지고기를 조려서 밥위에 올린 덮밥식 음식인데요.. 
부타동은 주로 목살 부위를 사용하지만
저는 대패삼겹살을 이용해서 만들었습니다. 
대패삼겹살은 양념 베이기가 더 쉽고, 
조리시간을 줄일 수 있어서 사용했구요. 
돼지고기는 다른 부위를 사용하셔도 상관없습니다.                ","

[재료]

대패삼겹살                                                        
200g



양파                                                        
1/2개



달걀 노른자                                                        
1개



설탕                                                        
1큰술




[양념장]

간장                                                        
1.5큰술



맛술                                                        
1큰술



설탕                                                        
1큰술



다진마늘                                                        
1작은술



",https://recipe1.ezmember.co.kr/cache/recipe/2018/12/17/50be1cadb80ac917f3bb3ecd63c8ada31.jpg
6872681, https://www.10000recipe.com/recipe/6872681,"전체,일상,돼지고기,부침",직장인 점심 메뉴 1위! 돈까스 김치나베,"
                직장인 점심메뉴 1위 할만해~
비주얼+맛 아주 칭찬해~
세상의 모든 레시피 만개의레시피                ","

[재료]

돈까스                                                        
2장



썬 배추김치                                                        
1cup



썬 양파                                                        
1/2개



송송 썬 대파                                                        
1/2대



계란                                                        
2개



식용유                                                        
약간




[양념재료]

물                                                        
2+1/2cup



다진 마늘                                                        
2T



설탕                                                        
1T



고운 고춧가루                                                        
1T



국간장                                                        
2T



김칫국물                                                        
1/2cup



",https://recipe1.ezmember.co.kr/cache/recipe/2017/07/13/d4cc4f6ef0b271a18ab8d3603b692b421.png
6867306, https://www.10000recipe.com/recipe/6867306,"전체,일상,닭고기,끓이기",부드럽고 먹기 좋은 닭다리살 치즈밥,"
                부드럽고 먹기 좋은 닭다리살! 집에서도 레스토랑 따라해볼까요? 집에 있는 갖가지 양념을 넣고 맛있게 볶아 치즈까지 올려서 푸짐한 한끼 만들어봤어요                 ","

[재료]

닭다리살                                                        
250g



밥                                                        
210g



피자치즈                                                        
양껏



양파                                                        
1/2개



파                                                        
1대




[양념]

간장                                                        
2.5T



올리고당                                                        
1T



맛술                                                        
1T



참기름                                                        
0.5T



케찹                                                        
0.5T



고추장                                                        
1T



다진마늘                                                        
0.5T



후추                                                        
조금



",https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/ee2687e1f51b7fad5084dd447b13d5c91.jpg
6805807, https://www.10000recipe.com/recipe/6805807,"전체,일상,육류,조림",고기완자,"
                고기를 넉넉히 넣어 만든 고기완자 만드는 법입니다..                ","

[재료]

고기                                                        
600g



부추                                                        




양파 작은 것                                                        
1개



전분가루                                                        
2종이컵



찹쌀가루                                                        
2/5종이컵



달걀                                                        
3~4개


옥수수유                                                        



[양념]

소금                                                        
약간



마늘                                                        
4쪽



후추                                                        




",https://recipe1.ezmember.co.kr/cache/recipe/2015/06/01/b9209d9d8e8b0d57ee7090adbb86ba851.jpg
6843136, https://www.10000recipe.com/recipe/6843136,"전체,초스피드,전체,볶음",달콤 짭조름♡ 떡 베이컨 간장조림♡,"
                간단하니 맛있는 반찬!
아주 쉬워요 : )                ","

[재료]

베이컨                                                        




대파                                                        




떡                                                        





[양념]

간장                                                        




참기름                                                        




물엿                                                        




기름                                                        




",https://recipe1.ezmember.co.kr/cache/recipe/2016/02/16/d74c6731fce3dc72c5579b24083185f11.jpg
6898369, https://www.10000recipe.com/recipe/6898369,"전체,초스피드,전체,조림",고소함이 남다른 백종원 '들기름계란후라이'초간단 레시피,"
                평소 해먹던 계란 후라이 대신 들기름을 사용해 정말 고소한 백주부님 들기름 계란후라이 한번 만들어 보세요^^김가루 약간 넣고 슥슥 비벼 드셔도 꿀맛입니다                ","

[재료]

계란                                                        
3개



들기름                                                        
3T



대파                                                        
1대



국간장                                                        
1/2T



통깨                                                        
솔솔



",https://recipe1.ezmember.co.kr/cache/recipe/2018/10/21/908b60f6bd193e12eef66238ec166a5f1.jpg
6893869, https://www.10000recipe.com/recipe/6893869,"전체,초스피드,소고기,볶음",깔끔매콤 차돌박이 숙주찜,"
                조리법이 간단해서 순식간에 할 수 있는 음식이예요. 맛은 환상적이구요. 갑자기 온 딸아이를 위해 만들었답니다.                 ","

[재료]

차돌박이                                                        
1팩



숙주나물                                                        
600g



청량고추                                                        
5개




[양념]

간장                                                        
3T



굴소스                                                        
2T



소금                                                        
약간



후추                                                        
약간



참기름                                                        
1T



",https://recipe1.ezmember.co.kr/cache/recipe/2018/08/09/7a5ceba8311ef90511ad0f0714ef37ec1.jpg
6889494, https://www.10000recipe.com/recipe/6889494,"전체,초스피드,소고기,끓이기",차돌박이덮밥 간단한요리,"
                간단하지만 살짝 있어보이면서 ^^
맛있는 식사메뉴로 딱 좋은 차돌박이덮밥 해봤답니다.                ","

[주재료]

차돌박이                                                        
300g



양파                                                        
1개



파                                                        
1/2단



달걀                                                        
2개




[양념재료]

간장                                                        
2



맛술                                                        
1



설탕                                                        
1/2



다진마늘                                                        
1/2



올리고당                                                        
1



후추                                                        
약간



생강가루                                                        
약간(선택)



",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/24/fee11df11071f4582766853a09d89abe1.jpg
6864022, https://www.10000recipe.com/recipe/6864022,"전체,초스피드,소고기,부침",국물이 칼칼한 쇠고기 찌게,"
                언 몸을 녹여줄 쇠고기 양송이 찌게 입니다                ","

[재료]

쇠고기                                                        
250g



양파                                                        
1개



대파                                                        
1뿌리



양송이버섯                                                        
200g




[양념]

집간장                                                        
6스푼



참기름                                                        
4스푼



고춧가루                                                        
4스푼



다진마늘                                                        
4스푼



물                                                        
1L



",https://recipe1.ezmember.co.kr/cache/recipe/2017/01/16/7d514b068c30c37fb2dcdf9f12d2d7201.jpg
6894528, https://www.10000recipe.com/recipe/6894528,"전체,초스피드,소고기,조림",수제 떡갈비 간단하게 만들어먹어요,"
                집에 소고기 다짐육이 있어 무얼 만들어먹을까 고민하다가
수제 떡갈비 만들어먹기로 했답니다.
간단하게 만들어먹기 딱 좋아요 ^^                ","

[주재료]

소고기다짐육                                                        
200g



양파                                                        
1/2개



당근                                                        
1/4개



대파                                                        
1/2개



계란                                                        
1개(생략가능)




[양념재료]

간장                                                        
2



맛술                                                        
1



꿀(올리고당은2)                                                        
1



참기름                                                        
1



다진마늘                                                        
1



생강가루                                                        
약간(생략가능)



",https://recipe1.ezmember.co.kr/cache/recipe/2018/08/10/0599033917e70b19e38908aefb5af4e91.jpg
6948102, https://www.10000recipe.com/recipe/6948102,"전체,초스피드,돼지고기,전체","간편하게 후다닥 만드는 ""우삼겹 두부짜글이""","
                두부 좋아하시는 분들이 간편하게 만들어 먹기 좋은 달콤한 ""두부짜글이""입니다. 이번에는 냉동실에 남은 우삼겹을 같이 넣고 우삼겹두부짜글이를 만들어 보았는데요. 우삼겹과 두부는 함께 먹기 너무 좋네요 ㅎ                ","

[우삼겹두부짜글이재료]

두부                                                        
1모



꽃소금                                                        
2꼬집



후추                                                        
2꼬집


우삼겹                                                        2주먹


양파                                                        
0.5개



대파                                                        
1개




[양념장]

고추장                                                        
2스푼



고춧가루                                                        
2스푼



설탕                                                        
2스푼



다진 마늘                                                        
2스푼



진간장                                                        
4스푼



생수                                                        
250ml



",https://recipe1.ezmember.co.kr/cache/recipe/2020/12/11/c085c2ba1b15e806d165a1ee782736311.jpg
6919218, https://www.10000recipe.com/recipe/6919218,"전체,초스피드,돼지고기,조림",동그랑땡 명절음식 쉽게하는법 only유화이트 야채슬라이서활용,"
                분명 명절날 먹었을법한 동그랑땡
집에서 간단히 해서 실컷먹기!!

☆자세한 레시피는 깨쟁이블로그!
https://blog.naver.com/yejin1108/221650229850                ","

[재료]
돼지다짐육                                                        300g


호박                                                        
1/4개



당근                                                        
1/3개



양파                                                        
1/3개



부침용두부                                                        
1모



표고버섯                                                        
2개



계란                                                        
2개




[양념]

간장                                                        
2T



소금                                                        
1T



후추                                                        
1T


양심참깨박                                                        1T


",https://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/fb46fd752824a721797b6d12fd827b7b1.jpg
6883015, https://www.10000recipe.com/recipe/6883015,"전체,초스피드,닭고기,전체","아이들 어른들 영양반찬으로 좋은
데리야끼삼겹살조림","
                이젠 흰죽을 조금씩 먹는 작은아들이
아 삼겹살 먹고싶다 하시네요
형이 먹는 장조림보고 하나를 무리 해서
먹더니 흘러나온 말이에요

그말이 왜케 안스럽던지 
그래서 고기 먹을수 있겠어 하니 먹고싶다는 
말에 작게 썰어서 해줘볼까 하고 
만들었어요

소금에 찍어먹거나 김치에 싸먹을수도 없어 간이 베이게 졸이는게 좋을것 같아
데리야끼 구이로 만든거지요

얼마나 먹고 싶었던건지 혼자 한철판을 다먹네요
아픈대도 맛있어서 천천히 먹겠다고 죽
한그릇과 다 먹어 어찌나 이쁘던지~

환자식 같은 요리를 만들다 보니 해줘야
하는게 나름 있긴하네요
아이들 어르신들 반찬으로도 다 어울리는거 같고요

아주 맛있게 먹어주는 아들에게 제가 
더 고마운 마음이 드는 한끼였어요^^                ","

[재료]

삼겹살                                                        
2컵




[양념]

데리야끼소스                                                        
3T


양파절임간장                                                        4T


마늘                                                        
1t



맛술                                                        
1T



꿀                                                        
1T



후추                                                        




",https://recipe1.ezmember.co.kr/cache/recipe/2018/01/29/e3649009360d9e97e2b088063458913c1.jpg
6868389, https://www.10000recipe.com/recipe/6868389,"전체,초스피드,닭고기,볶음",치킨너겟으로 간편하게 간장치킨 만들기,"
                언제나 사랑하는 치느님이지만 매번 시켜먹기도 부담스럽잖아요. 그렇다고 생닭을 가지고 치킨을 만들자니 번거롭기도 하고요. 치킨너겟만 있으면 15분이면 아주 간편하게 간장치킨을 만들 수 있답니다. 간편함과 맛을 동시에 잡은 치킨너겟 간장치킨 만들어 봅니다.                ","

[재료]

치킨너겟                                                        
20개



견과류(아몬드or땅콩)                                                        
1줌(생략 가능)




[양념]

진간장                                                        
3스푼(밥수저)



설탕                                                        
2스푼(밥수저)



올리고당                                                        
3스푼(밥수저)



다진 마늘                                                        
1스푼(밥수저)



매실액                                                        
1스푼(밥수저)



맛술                                                        
2스푼(밥수저)



물                                                        
3스푼(밥수저)



",https://recipe1.ezmember.co.kr/cache/recipe/2017/04/13/28b6227ec7f7a07d0bc43b48394bc81c1.jpg
6870013, https://www.10000recipe.com/recipe/6870013,"전체,초스피드,닭고기,끓이기",오야꼬동만들기 너무쉬운 닭고기덮밥!,"
                다른반찬없이 한그릇으로도 충분히 맛있는 간단한 닭고기덮밥 만들어볼까요~?                ","

[재료]

닭고기                                                        
350g



양파                                                        
1/2개



계란                                                        
3알



파                                                        
조금



밥                                                        
2공기




[닭고기 밑간]

미림                                                        
1T



소금                                                        
0.5T



후추                                                        
톡톡




[양념장]

간장                                                        
2.5T



미림                                                        
1T



설탕                                                        
2t



물                                                        
2/3컵



",https://recipe1.ezmember.co.kr/cache/recipe/2017/05/19/81a05635e856c34f92f1632bfffbb34d1.jpg
